speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,G,G,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
100.362445171648,3.12006123633104,52.5,0,0.857743081787699,1,11.65,15278.1230099208,50.1936621166246,107.69199838285,1671.00050908991,553.049813883184,0,100,0,0,1,0,1.75,1.75,-18.789198039266,1.51700195521003E-11,-3.53340324031441E-10,48.3041027617625,8.53711309072527,0,4319.70050908991,
100.632991817982,3.12902873406848,52.75,0,0.854278292465085,1,11.65,15319.3081856659,50.0890657731917,107.757283750364,1680.02167079926,556.035541162877,0,100,0,0,1,0,1.75,1.75,-18.789198039266,5.05667318403343E-12,-1.18100632541383E-10,48.5295838849137,8.66359779563258,0,4328.72167079926,
100.901723151268,3.13797212314736,53,0,0.850833681424972,1,11.65,15360.2170172468,49.9851712499789,107.820933309479,1689.00634404223,559.009191881589,0,100,0,0,1,0,1.75,1.75,-18.789198039266,1.68555772801114E-12,-3.94729986497408E-11,48.7550650080648,8.7900825005399,0,4337.70634404223,
101.168659999686,3.14689169331814,53.25,0,0.847409042734568,1,11.65,15400.8526753262,49.8819704945811,107.882976046506,1697.95474238052,561.970836721686,0,100,0,0,1,0,1.75,1.75,-18.789198039266,5.61852576003715E-13,-1.31928025781397E-11,48.980546131216,8.91656720544722,0,4346.65474238052,
101.43382281067,3.15578772890863,53.5,0,0.844004174027967,1,11.65,15441.2182726065,49.7794556017922,107.943440333231,1706.86707717106,564.92054563581,0,100,0,0,1,0,1.75,1.75,-18.789198039266,1.87284192001238E-13,-4.40923477084682E-12,49.2060272543672,9.04305191035453,0,4355.56707717106,
101.697231660649,3.16466050896425,53.75,0,0.8406188764166,1,11.65,15481.3168653122,49.6776188098412,108.002353943505,1715.74355760477,567.858387859736,0,100,0,0,1,0,1.75,1.75,-18.789198039266,6.24280640004128E-14,-1.47359712147388E-12,49.4315083775184,9.16953661526185,0,4364.44355760477,
101.958906264464,3.17351030738358,54,0,0.83725295440261,1,11.65,15521.1514546232,49.5764524967516,108.059744069272,1724.58439074451,570.784431924897,0,100,0,0,1,0,1.75,1.75,-18.789198039266,2.08093546668043E-14,-4.92474612788398E-13,49.6569895006695,9.29602132016916,0,4373.28439074451,
102.218865984477,3.1823373930495,54.25,0,0.833906215795024,1,11.65,15560.7249880618,49.4759491768189,108.115637336062,1733.38978156186,573.69874567059,0,100,0,0,1,0,1.75,1.75,-18.789198039266,6.93645155560142E-15,-1.64580595633361E-13,49.8824706238207,9.42250602507648,0,4382.08978156186,
102.477129839387,3.19114202995612,54.5,0,0.830578471628622,1,11.65,15600.0403608347,49.3761014972024,108.17005981798,1742.15993297313,576.601396255881,0,100,0,0,1,0,1.75,1.75,-18.789198039266,2.31215051853381E-15,-5.50000729544094E-14,50.1079517469719,9.54899072998379,0,4390.85993297313,
102.733716512764,3.19992447733155,54.75,0,0.827269536085388,1,11.65,15639.1004171323,49.2769022346258,108.223037052188,1750.89504587441,579.492450171198,0,100,0,0,1,0,1.75,1.75,-18.789198039266,7.70716839511269E-16,-1.83796782946789E-14,50.3334328701231,9.67547543489111,0,4399.59504587441,
102.15799543843,3.20881939563664,55,0,-3.10896310114538,1,11.65,15551.4586963867,49.4994824071346,108.102649877034,1731.32595575836,573.015682756904,0,0,100,0,1,0,1.75,1.75,-18.789198039266,2.56905613170423E-16,-6.04909274651891E-15,50.5589139932742,9.80196013979842,0,4380.02595575836,
101.181367735089,3.21780112595565,55.25,0,-3.08310877288494,1,11.65,15402.7871673,49.8770575426948,107.885900268491,1698.38132734743,562.112023235557,0,0,100,0,1,0,1.75,1.75,-18.789198039266,8.5635204390141E-17,-1.99687528234387E-15,50.7843951164254,9.92844484470574,0,4347.08132734743,
100.203409369223,3.22687151110315,55.5,0,-3.05746804851165,1,11.65,15253.913072147,50.2551471271911,107.65305694693,1665.70892115472,551.298460902271,0,0,100,0,1,0,1.75,1.75,-18.789198039266,2.8545068130047E-17,-6.59119209568911E-16,51.0098762395766,10.0549295496131,0,4314.40892115472,
99.2240114796197,3.23603246341578,55.75,0,-3.03203913090736,1,11.65,15104.8198390415,50.6337932475799,107.404026818959,1633.30644860309,540.574238308351,0,0,100,0,1,0,1.75,1.75,-18.789198039266,9.51502271001566E-18,-2.17534337948061E-16,51.2353573627278,10.1814142545204,0,4282.00644860309,
98.2430613419095,3.24528596854192,56,0,-3.00682023664576,1,11.65,14955.4903080112,51.0884243627525,107.297033548888,1601.17163865409,529.938603809865,0,0,100,0,1,0,1.75,1.75,-18.789198039266,3.17167423667189E-18,-7.17861923359942E-17,51.4608384858789,10.3078989594277,0,4249.87163865409,
97.2604421493826,3.25463408950237,56.25,0,-2.98180959580124,1,11.65,14805.9066976312,51.7216616466944,107.540494197703,1569.30223757176,519.390811489472,0,0,100,0,1,0,1.75,1.75,-18.789198039266,1.0572247455573E-18,-2.36865391300777E-17,51.6863196090301,10.434383664335,0,4218.00223757176,
96.2760327778889,3.26407897104621,56.5,0,-2.9570054517531,1,11.65,14656.050569235,52.3560525902383,107.757721764156,1537.69600868115,508.930121076504,0,0,100,0,1,0,1.75,1.75,-18.789198039266,3.52408248519099E-19,-7.81462537476502E-18,51.9118007321813,10.5608683692423,0,4186.39600868115,
95.2897075333942,3.27362284432855,56.75,0,-2.93240606098447,1,11.65,14505.9027884849,52.9916781954139,107.948593195235,1506.35073212089,498.555797865071,0,0,100,0,1,0,1.75,1.75,-18.789198039266,0.149312260251652,1.63832260418275,52.1372818553325,10.6873530741496,0,4155.05073212089,
94.3013358806028,3.28326803193982,57,0,-2.90800969287517,1,11.65,14355.4434840604,53.6286225841442,108.112972222868,1475.26420458903,488.267112629938,0,0,100,0,1,0,1.75,1.75,-18.789198039266,-0.241863096205918,-4.24707006105326,52.3627629784836,10.8138377790569,0,4123.96420458903,
93.3107821508874,3.2930169533195,57.25,0,-2.88381462948795,1,11.65,14204.6520031968,54.2669731864669,108.250708671357,1444.43423908133,478.063341539919,0,0,100,0,1,0,1.75,1.75,-18.7629966365141,-0.247277692736269,-0.058161841771761,52.5882441016348,10.9403224839643,0,4093.13423908133,
92.3179052275695,3.302871547845,57.5,-0.266126102448864,-2.8444712615568,1,11.65,14053.5068637752,54.9068209433517,108.36163771013,1413.85866462112,467.943766068457,0,0,99.4190630865325,-251.889694890783,1,131.380595779309,1.75,1.75,-18.8147274365972,-0.719333274373768,-5.01629415436711,52.8122101095415,11.0660919606428,0,4062.55866462113,
91.3279585142449,3.31283429569939,57.75,-0.286758693777381,-2.81782394306356,1,11.65,13902.8077887021,55.544780361161,108.445197268762,1383.6989599771,457.961830725282,0,0,99.3011562478149,-228.779389781566,1,131.380595779309,1.75,1.75,-18.8713899729982,-0.936945521491728,-2.28735099615996,53.0364239191261,11.1917344527777,0,4032.3989599771,
90.3365229306027,3.32290773363218,58,-0.312092776431172,-2.79026291878328,1,11.65,13751.8820636723,56.1836992637874,108.501819413086,1353.81978232217,448.072741194098,0,0,99.137976601167,-205.669084672348,1,131.380595779309,1.75,1.75,-18.9339956190225,-1.08375927065065,-1.52622172913653,53.2608963360335,11.3172303220893,0,4002.51978232217,
89.343877036361,3.33309442642113,58.25,-0.343916376525408,-2.76110995346486,1,11.65,13600.7720936872,56.8233981367242,108.531377642733,1324.23085840488,438.279716729748,0,0,98.9020003529905,-182.558779563131,1,131.380595779309,1.75,1.75,-19.0038924180139,-1.27627232782348,-1.97904468330814,53.4856403489869,11.4425559013402,0,3972.93085840488,
88.3505587776071,3.34339690637332,58.5,-0.385056291502681,-2.72906984144637,1,11.65,13449.5597700009,57.4635303069962,108.533778714315,1294.94915331768,428.588372256443,0,0,98.5406420366424,-159.448474453914,1,131.380595779309,1.75,1.75,-19.0829234655141,-1.37025010502664,-0.955238919277831,53.710671848969,11.567682150705,0,3943.64915331768,
87.3576075058746,3.35381820389955,58.75,-0.440260776755795,-2.70624003142481,1,11.65,13298.4033125587,58.1034259768349,108.50900758293,1266.00545667948,419.008898191791,0,0,98.5253520699044,-136.338169344697,1,131.380595779309,1.75,1.75,-19.1830592864576,-1.54862633244249,-1.79243657587994,53.9360106832041,11.6925726803219,0,3914.70545667948,
86.3616068665191,3.36436123002195,59,-0.439299190084536,-2.67800420471809,1,11.65,13146.7826514637,58.7452867754703,108.456868813161,1237.30151171163,409.508774561768,0,0,98.2886086578457,-133.53866098519,1,131.380595779309,1.75,1.75,-19.2814868451644,-1.63983173004236,-0.905907544131375,54.1615847914623,11.8170787695554,0,3886.00151171163,
85.3644854477229,3.37502893596761,59.25,-0.469510653676533,-2.64825514648618,1,11.65,12994.9913746954,59.3878698471229,108.37729181075,1208.8949645781,400.10708047502,0,0,97.9788987914331,-122.07732197038,1,131.380595779309,1.75,1.75,-19.3886440179652,-1.76638898587754,-1.24235190838407,54.3874401235536,11.9412343637713,0,3857.5949645781,
84.3667799416434,3.38582426764406,59.5,-0.506117151678875,-2.61617160050698,1,11.65,12843.1111826227,60.0308293268974,108.270249160573,1180.80195075623,390.809156278656,0,0,97.5612168649944,-110.615982955571,1,131.380595779309,1.75,1.75,-19.5061988697938,-1.92545203588651,-1.54298581505093,54.6135950661242,12.0650044440524,0,3829.50195075623,
83.369369925307,3.39675008197839,59.75,-0.551348211713763,-2.58035924203011,1,11.65,12691.2759728004,60.6735983818117,108.135823334534,1153.0473803021,381.623246435684,0,0,96.9761482366807,-99.1546439407609,1,131.380595779309,1.75,1.75,-19.6363363003204,-2.2019132310232,-2.64977490637245,54.8400714283804,12.1883472668239,0,3801.7473803021,
82.3737226772922,3.40780898683818,60,-0.608606995416638,-2.53828323430008,1,11.65,12539.709108286,61.3152314415891,107.974296890897,1125.67106143799,372.562526244251,0,0,96.1157523571072,-87.6933049259512,1,131.380595779309,1.75,1.75,-19.781986359934,-2.31846427011467,-1.1036532484314,55.0668954815878,12.3112122709278,0,3774.37106143799,
81.3823802094926,3.41900500332137,60.25,-0.68336014554493,-2.52061254863962,1,11.65,12388.7975582326,61.9540903368151,107.786331694843,1098.73988529765,363.64913461388,0,0,96.2299794922607,-76.2319659111414,1,131.380595779309,1.75,1.75,-19.963034016763,-2.58163497725256,-2.46151584784875,55.2940994487193,12.4335370557639,0,3747.43988529765,
80.3857337430049,3.43034146588077,60.5,-0.66862665547054,-2.48749356774515,1,11.65,12237.0785832081,62.5963673310858,107.570064784824,1071.99331082391,354.796840461814,0,0,95.701962816812,-76.0151690068332,1,131.380595779309,1.75,1.75,-20.1370542744271,-2.69149794095852,-1.01485120210375,55.5216917471945,12.5551448625425,0,3720.69331082391,
79.3898445202406,3.4418216420498,60.75,-0.707896347214917,-2.45128741614927,1,11.65,12085.4748830031,63.2381563286204,107.326624510065,1045.59625167957,346.060225142175,0,0,95.0269839852755,-70.0303380136664,1,131.380595779309,1.75,1.75,-20.3251905192492,-2.86640729583928,-1.59548638814966,55.7496889320673,12.6760802663971,0,3694.29625167957,
78.3960094992037,3.45344861939602,61,-0.754788434090346,-2.41056215658885,1,11.65,11934.1838928623,64.0212230856816,107.295434587593,1019.58169219868,337.450205455827,0,0,94.1410986929705,-64.0455070204996,1,131.380595779309,1.75,1.75,-20.5299027893751,-3.10155722051041,-2.11790578021321,55.9781186780103,12.7962856748122,0,3668.28169219868,
77.4061884873814,3.46522511266085,61.25,-0.811699482638792,-2.36297775043621,1,11.65,11783.5039532637,64.9855746991121,107.536517147241,993.997932700093,328.982767323908,0,0,92.9399594536289,-58.0606760273328,1,131.380595779309,1.75,1.75,-20.7543441503615,-3.40089095650711,-2.66175633337564,56.2070132395337,12.9156933538078,0,3642.69793270009,
76.4234292637438,3.47715359690963,61.5,-0.882150547348523,-2.31154481066403,1,11.65,11633.8990260204,65.9430462334697,107.735503671661,968.918298123628,320.682179048009,0,0,91.5430141497758,-52.075845034166,1,131.380595779309,1.75,1.75,-21.0051157603084,-3.6816813106932,-2.46504891292812,56.4364106898028,13.0342225487121,0,3617.61829812363,
75.4496532191184,3.4892373430139,61.75,-0.955462409924146,-2.27168091119394,1,11.65,11485.661603462,66.8917657378432,107.892989736993,944.383979052183,312.562073445167,0,0,90.6044966872597,-46.8626540992152,1,131.380595779309,1.75,1.75,-21.2896671168579,-3.99815142198295,-2.74258266194776,56.6663571861348,13.151763183257,0,3593.08397905218,
74.4802143502368,3.50147936605343,62,-0.997872254764804,-2.22730994929942,1,11.65,11338.0844269191,67.8362596677177,108.010538489587,920.271453510463,304.581568537742,0,0,89.4462933895782,-43.7253081984304,1,131.380595779309,1.75,1.75,-21.5937833860161,-4.27139952014989,-2.33739749015034,56.8969049110423,13.2681706351488,0,3568.97145351046,
73.5172607578045,3.51388223946997,62.25,-1.04738747621217,-2.17668342041677,1,11.65,11191.4945006487,68.7744351958481,108.088544533963,896.628932764003,296.756620772956,0,0,87.9872598581649,-40.5879622976456,1,131.380595779309,1.75,1.75,-21.9203307565054,-4.59353943661291,-2.71988691921191,57.1280875255758,13.3833628444177,0,3545.328932764,
72.5638301524667,3.52644780168506,62.5,-1.10587850617135,-2.11710546059202,1,11.65,11046.3542537679,69.7033327758852,108.127723973351,873.523335081572,289.109378041182,0,0,86.1026209318399,-37.4506163968608,1,131.380595779309,1.75,1.75,-22.2728486617812,-4.88151371895803,-2.39994007524097,57.3599430892165,13.4972455212634,0,3522.22333508157,
71.6243320110918,3.53917913714492,62.75,-1.17593968372242,-2.07422369696844,1,11.65,10903.3349386549,70.6186563926086,108.129290775475,851.050407802586,281.671529769177,0,0,84.9066740777898,-34.313270496076,1,120.953779605885,1.75,1.75,-22.6640437491713,-5.19269250019724,-2.55955597686891,57.5925150011356,13.6097092411005,0,3499.75040780259,
70.6917198779057,3.55207966881984,63,-1.21386429540444,-2.0350377249011,1,11.65,10761.3638769994,71.5272711872038,108.094481850878,829.031840183227,274.384060580737,0,0,83.8449151477102,-32.3812007822489,1,114.580515018674,1.75,1.75,-23.0801081104329,-5.4552598626872,-2.13138424021841,57.8258620787581,13.7205884832392,0,3477.73184018323,
69.7645665061777,3.56515256551441,63.25,-1.24444456150607,-1.99236482876334,1,11.65,10620.2237997713,72.4305676814634,108.023963657594,807.42820282538,267.233920556863,0,0,82.6026551213326,-30.7624015644978,1,109.452727798245,1.75,1.75,-23.5174283284429,-5.6923993863078,-1.89959374903097,58.0600187261148,13.8297752452645,0,3456.12820282538,
68.8447266911776,3.57840059431628,63.5,-1.27915778674286,-1.94519174640335,1,11.65,10480.1970614933,73.3267388064428,107.918616695521,786.276824770957,260.233464463201,0,0,81.130691603308,-29.1436023467467,1,104.491043544083,1.75,1.75,-23.9782848637211,-5.96264814137534,-2.13619579752735,58.2950121044645,13.9371762511347,0,3434.97682477096,
67.93463491514,3.59182590866812,63.75,-1.31881616384359,-1.89210027908645,1,11.65,10341.6542621341,74.213412722342,107.779699522141,765.625882282967,253.398637162211,0,0,79.3603919394079,-27.5248031289956,1,99.672207102961,1.75,1.75,-24.4653444672071,-6.19417539011713,-1.80595225976581,58.5308714602054,14.0426879871526,0,3414.32588228297,
67.0375364340562,3.60543212459235,64,-1.36446266347783,-1.85487292564513,1,11.65,10205.0894253311,75.087427677881,107.608999155205,745.538725429678,246.750405579562,0,0,78.2691735578747,-25.9060039112445,1,94.9746462727163,1.75,1.75,-24.987639062542,-6.46617921367572,-2.0934677174968,58.767628377862,14.146194948427,0,3394.23872542968,
66.1462382349283,3.61922210259489,64.25,-1.38770406836543,-1.80993254693888,1,11.65,10069.407562444,75.9557916003586,107.40620316746,725.845880398478,240.232679091695,0,0,76.8034450308216,-24.7993004935927,1,91.8223872988043,1.75,1.75,-25.531516797681,-6.70181514377761,-1.7893963930263,59.0053243868208,14.24754172067,0,3374.54588039848,
65.2647886627525,3.63319809753852,64.5,-1.41970334642223,-1.75992619983017,1,11.65,9935.22495093315,77.0186017185884,107.457785222099,706.629862470498,233.872767720732,0,0,75.0758979458546,-23.5986009871854,1,88.4483639356144,1.75,1.75,-26.102292291537,-6.9548537233256,-1.89597507676305,59.2439769005459,14.3466297999252,0,3355.3298624705,
64.3961309108871,3.64736147574422,64.75,-1.45625761788529,-1.70327729380943,1,11.65,9802.98963159808,78.2814490182383,107.766046361813,687.944913682754,227.688623913914,0,0,73.0090440053047,-22.397901480778,1,85.114422293863,1.75,1.75,-26.7027561405673,-7.26109255732131,-2.26423775729391,59.4836089674795,14.4433373037613,0,3336.64491368275,
63.54416205862,3.6617123028829,65,-1.49829995824905,-1.63769587524547,1,11.65,9673.29485479889,79.5200341366706,108.022825930137,669.862134743124,221.703779820419,0,0,70.4908311325554,-21.1972019743707,1,81.8125801813926,1.75,1.75,-27.336155331076,-7.53442165396489,-1.99451612028902,59.7242446217924,14.5375294593015,0,3318.56213474312,
62.7141551704514,3.67625284033402,65.25,-1.54704555541871,-1.59339734314431,1,11.65,9546.94333641137,80.7266911372714,108.229598536059,652.477090182139,215.949864362883,0,0,68.9142072107367,-19.9965024679634,1,78.5347114988913,1.75,1.75,-28.0133811405782,-7.84375142141242,-2.22776755035567,59.9659088815372,14.6290564847728,0,3301.17709018214,
61.8959239316814,3.69098453300676,65.5,-1.57237884656687,-1.54373022497409,1,11.65,9422.3844190284,81.9162287982788,108.39152334586,635.562427446682,210.351630833417,0,0,67.0585417971512,-19.1642972649784,1,76.2724685663029,1.75,1.75,-28.7192687874739,-8.11300618134987,-1.91398864691415,60.2086363726374,14.7177201359092,0,3284.26242744668,
61.0927759622225,3.70590771358489,65.75,-1.60168292543188,-1.48743128355318,1,11.65,9300.12161991489,83.0838385298128,108.509992077335,619.175599600293,204.928094430357,0,0,64.8598808284033,-18.3285945299568,1,74.0052979726111,1.75,1.75,-29.4565630973499,-8.38769647417883,-1.92757167603778,60.4524345303072,14.8033855819734,0,3267.87559960029,
60.3088594477688,3.72102113273541,66,-1.6354098599608,-1.42227223211111,1,11.65,9180.78641522905,84.2234897345626,108.586958010299,603.387550596474,199.702735422001,0,0,62.2078341678464,-17.4928917949351,1,71.7396142388652,1.75,1.75,-30.22818386065,-8.74389963545842,-2.46810516207694,60.6973098433976,14.8859050936671,0,3252.08755059647,
59.5497280288578,3.73632125765643,66.25,-1.67449494470627,-1.34485685685318,1,11.65,9065.22423279136,85.3271085768425,108.625085442934,588.292998296402,194.706902509447,0,0,58.9350371852472,-16.6571890599135,1,69.4721267671775,1.75,1.75,-31.0374766684273,-8.95854557913393,-1.46911680624596,60.943267235282,14.9651171531117,0,3236.9929982964,
58.8230491349622,3.75181547718802,66.5,-1.72017953411486,-1.3466355988349,1,11.65,8954.6022814164,86.3835482124734,108.628026853195,574.022849613394,189.983921857861,0,0,59.3695234007018,-15.8214863248919,1,67.199312977464,1.75,1.75,-31.9052873579879,-9.25239996879592,-1.98605419676008,61.1903096165483,15.0408444723349,0,3222.72284961339,
58.0861784076922,3.76750745666782,66.75,-1.70579422456868,-1.32094328918018,1,11.65,8842.42883252936,87.4548046493447,108.597492588683,559.731468197179,185.253913824125,0,0,58.4995141020219,-15.5576845084526,1,66.4801579567332,1.75,1.75,-32.7824046695042,-9.39677063938087,-0.963451506521658,61.4384548619768,15.1128169433145,0,3208.43146819718,
57.3541407671834,3.78340059557012,67,-1.71173603203979,-1.29334471228647,1,11.65,8730.99112193495,88.5190347855213,108.533739586648,545.712209615882,180.613970085635,0,0,57.5240065731941,-15.1153690169052,1,65.2719652260251,1.75,1.75,-33.6848687813814,-9.52281428950124,-0.830500523284161,61.6876559003274,15.1809777585579,0,3194.41220961588,
56.6282095394879,3.79949790449574,67.25,-1.71898129155467,-1.26341707815198,1,11.65,8620.48298739811,89.5743874703481,108.437624958753,531.985476126112,176.070843162306,0,0,56.4210958215843,-14.6730535253578,1,64.0602386300953,1.75,1.75,-34.6141917301339,-9.7660382972907,-1.58227432005114,61.9378799735882,15.2452000905315,0,3180.68547612611,
55.9099663278332,3.81579342194554,67.5,-1.72773459143633,-1.1816904863978,1,11.65,8511.14519555839,90.6185633824173,108.310291088015,518.576194369589,171.632783006483,0,0,52.8029350750166,-14.2307380338105,1,62.8443210933546,1.75,1.75,-35.5633531718908,-9.94808373620498,-1.16987716668015,62.1890901911807,15.3053501788514,0,3167.27619436959,
55.2299123223763,3.83228681242741,67.75,-1.77007581728523,-1.13754758353868,1,11.65,8407.62092678446,91.6072201492084,108.160174135713,506.03764090747,167.482907156137,0,0,50.9556743080451,-13.5544790246564,1,60.9756000639035,1.75,1.75,-36.5681343406556,-10.2365693824624,-1.8316516706989,62.441238224248,15.3613253041263,0,3154.73764090747,
54.5673129481209,3.84897606419656,68,-1.78658200045089,-1.08651551454905,1,11.65,8306.75376747145,92.5705015206477,107.986261104452,493.968496009713,163.488391114326,0,0,48.7492176418814,-13.1089580493129,1,59.736943648555,1.75,1.75,-37.6065812442022,-10.4926740205913,-1.60697527731273,62.6942992403377,15.4128641221803,0,3142.66849600971,
53.9269232946646,3.86585678950543,68.25,-1.80628252616399,-1.02603150248421,1,11.65,8209.26758244425,93.5014945876574,107.792244611296,482.442324215201,159.673582482572,0,0,46.054292396002,-12.6634370739693,1,58.4913282985663,1.75,1.75,-38.6810312199592,-10.7863619590187,-1.82189618224302,62.9482189703088,15.4598019243879,0,3131.1423242152,
53.315244667075,3.8829211232833,68.5,-1.82991815427684,-0.951905712556432,1,11.65,8116.15206200361,94.3907478078655,107.583124409395,471.559966287147,156.071856454375,0,0,42.6606211577616,-12.2179160986258,1,57.2378576381995,1.75,1.75,-39.794073208258,-10.9727749002343,-1.14397185435606,63.2029361013433,15.501963766468,0,3120.25996628715,
52.7415843897003,3.90017264499779,68.75,-1.85852113916747,-0.939300822695308,1,11.65,8028.824055311,95.2247302717799,107.36586881174,461.466797600693,152.731327811104,0,0,42.245810179553,-11.7723951232822,1,55.9755653595821,1.75,1.75,-40.9593954949437,-11.2893304046523,-1.92154729612035,63.4583813065916,15.5391635249752,0,3110.16679760069,
52.1693109103712,3.91759431455387,69,-1.85655335207238,-0.828114696838215,1,11.65,7941.7071601661,96.2960994843276,107.39575512227,451.506820769727,149.434881578633,0,0,36.9782690059216,-11.5305163920593,1,55.2861889496769,1.75,1.75,-42.1365002936582,-11.560972175223,-1.63280904868979,63.7144804962396,15.5711543101213,0,3100.20682076973,
51.6598020128411,3.93515563431543,69.25,-1.89773595678302,-0.662381976720427,1,11.65,7864.14488477713,97.3553597230872,107.516699144258,442.730650694599,146.530239000577,0,0,28.9746938565011,-11.0610327841186,1,53.9391443557419,1.75,1.75,-43.362672760396,-12.0835264960299,-3.11603918467354,63.9711302225749,15.5978718458796,0,3091.4306506946,
51.2489956460928,3.9527322425596,69.5,-1.95046077831917,-0.0718138297970761,1,11.65,7801.60804449085,98.2094190971929,107.597410733716,435.717328601082,144.209044927072,0,0,2.1073424255447E-06,-10.5915491761779,1,52.5790682335888,1.75,1.75,-44.6421788350497,-12.4142925148525,-1.97067238524172,64.2282340951392,15.6190863340238,0,3084.41732860108,
51.2044182527801,3.97030885080378,69.75,-2.0373784941405,0,1,11.65,7794.82205101164,98.3020947315392,107.605266696891,434.959667102823,143.958282256253,0,3.37169234665517,0,-10.1220655682372,1,51.2044182527801,1.75,1.75,-46.0186962233015,-12.7430250598882,-1.95855714241144,64.4856818769417,15.6345505241811,0,3083.65966710282,
51.1598409127694,3.98788545904795,70,-2.01756742733761,-0.0718137439279934,1,11.65,7788.03606564655,98.3947702550716,107.612946017296,434.202665825079,143.707738098135,99.9999979842023,97.4550558829668,0,-10.2036676365459,1,51.4444682214836,1.75,1.75,-47.3924864909938,-12.7734680421681,-0.181376384179698,64.7433483195627,15.6438228992522,0,3082.90266582508,
51.2891270526947,4.00547738239921,70.25,-1.98809466655556,0.208097631253176,1,11.65,7807.71722771747,98.1259865927853,107.590187208659,436.399987661754,144.434984096089,86.8750383995799,97.4351706536182,0,-10.4073352730917,1,52.0415170331003,1.75,1.75,-48.7395597633133,-12.6360632391832,0.817932015365134,65.0010792289186,15.6469140858689,0,3085.09998766175,
51.523217428295,4.02302496122767,70.5,-1.96777531372441,0.377741628471138,1,11.65,7843.35268426442,97.6393167262692,107.545198701902,440.392653243635,145.756433697657,78.846424283357,97.3988037777859,0,-10.6110029096376,1,52.6357032326051,1.75,1.75,-50.0609648913746,-12.466958373655,1.00917740736628,65.2587249067345,15.6439464983879,0,3089.09265324364,
51.8126340867586,4.04049281445816,70.75,-1.95246852230232,0.469150823089068,1,11.65,7887.41043217565,97.0376244688203,107.482843548629,445.354103738608,147.398521331927,74.3954970169546,97.353188072177,0,-10.8146705461835,1,53.2271614480271,1.75,1.75,-51.3576898645448,-12.3032556058052,0.98139785899488,65.5161443525438,15.635041266569,0,3094.05410373861,
52.1392808469523,4.05786309519882,71,-1.94061760327792,0.532475964987168,1,11.65,7937.13569917663,96.3585314699147,107.403523411071,450.987171350332,149.262893591127,71.1940218828741,97.3008203157335,0,-11.0183381827293,1,53.8160204742656,1.75,1.75,-52.6306664236976,-12.1517965947441,0.913096960595766,65.7732047364231,15.6203181118443,0,3099.68717135033,
52.4931228816237,4.07512455307435,71.25,-1.93134705647875,0.580444155660924,1,11.65,7991.00088871584,95.6228999628966,107.306897903877,457.129170345379,151.295706497289,68.6582120310952,97.243012444411,0,-11.2220058192752,1,54.4024036618596,1.75,1.75,-53.8807742464404,-12.0124202329134,0.845551898664995,66.0297809084546,15.5998952444856,0,3105.82917034538,
52.867696441645,4.09226965610107,71.5,-1.92408812224213,0.618622214495393,1,11.65,8048.02202761379,95.0413896362883,107.415383873714,463.676291425699,153.462602363115,66.5356756087716,97.1864159494446,0,-11.4256734558211,1,54.9864292741324,1.75,1.75,-55.1088447509991,-11.8835569578327,0.78707783728878,66.2857549419952,15.5738892789606,0,3112.3762914257,
53.2584900353011,4.1092932841495,71.75,-1.91844159034057,0.650015639142199,1,11.65,8107.512333825,94.4732572119713,107.562542151192,470.556539685459,155.739753087386,64.7648910662318,97.1274955819668,0,-11.6293410923669,1,55.5682108158123,1.75,1.75,-56.315664559633,-11.7636248800993,0.737754477218382,66.5410157080898,15.542415165127,0,3119.25653968546,
53.6621925509468,4.12619199831514,72,-1.91411326399589,0.676450913238677,1,11.65,8168.9677585399,93.8863579059439,107.704593202056,477.717269595408,158.109734617865,63.2176436966996,97.0655532682261,0,-11.8330087289128,1,56.1478573358823,1.75,1.75,-57.5019786574262,-11.6513092001762,0.696009789997148,66.7954584786027,15.505586133215,0,3126.41726959541,
54.0762889121792,4.14296358287434,72.25,-1.91087890804174,0.69912657376248,1,11.65,8232.00543298125,93.284348115029,107.839776753059,485.118541836442,160.55932826738,61.8270257350642,97.0008590677897,0,-12.0366763654586,1,56.7254737071016,1.75,1.75,-58.6684932779994,-11.5455619132164,0.660273330520312,67.0489845558479,15.4635136508124,0,3133.81854183644,
54.4988204924014,4.15960673679826,72.5,-1.90856332327649,0.718872774273333,1,11.65,8296.32719643739,92.6700752740229,107.96672757758,492.729223632723,163.078230043927,60.5558842762824,96.9336156764213,0,-12.2403440020045,1,57.3011608843734,1.75,1.75,-59.8158785439341,-11.4455480798176,0.629293233119875,67.301500926698,15.4163073902949,0,3141.42922363272,
